projectname,Abstract,origin_label,datasetname
hadoop,will called when server stopped wonder whether solution ?,no,ds-01-issue
hadoop,this problem begins from build see,no,ds-01-issue
camel,added cookbook and tutorials into book page fixed missing images error added languages appendix page,yes,ds-01-issue
chromium,before installing update was consistently reproducible after that was intermittent google chrome official build,no,ds-01-issue
gerrit,this has been submitted and currently running,no,ds-01-issue
camel,none,no,ds-01-issue
328281360,also why not save named list with machine readable variants order allow end user have dictionnary back and forth between those names ?,yes,ds-04-R-issue
impala,another instance,no,ds-01-issue
thrift,committed,no,ds-01-issue
thrift,not seeing how this bug put together this test and map serializes and deserializes fine you have test case this not working ? pretty extensively use map talk erlang java and java erlang this were bug would expect have seen before but then again only really use map string string maybe that case works where others fail ? anyway you have example that would best thanks,no,ds-01-issue
hbase,here patch,no,ds-01-issue
gerrit,thank you your quick reply ! will wait gerrit get stable then,no,ds-01-issue
hadoop,changing affects versions and trunk win hadoop not branch yet,no,ds-01-issue
hbase,when loading coprocessor from hdfs jar file gets copied path local filesystem which depends region name and region start key name cleaned but not enough when you have filesystem unfriendly characters ? etc coprocessor not loaded and error thrown,no,ds-01-issue
hadoop,kms currently cannot handle special characters,yes,ds-01-issue
hadoop,thanks review kihwal ! committed this trunk branch branch branch branch and branch,no,ds-01-issue
hbase,please ignore was just fed with ugly adapter code and cant wait remove them please continue,yes,ds-01-issue
hadoop,its cli minicluster just confused,no,ds-01-issue
thrift,since twisted depends zope interface each interface defined thrift file will generated class derived from zope interface twisted option enabled this great because can treat implementations these interfaces components which can registered zope component however sometimes just only want benefit from component object model programming which provided combination zope interface zope component and even zope configuration but not deferred mechanism twisted besides option twisted shall add extra option zope interface ?,no,ds-01-issue
chromium,think thats correct cant find existing crbug this issue,no,ds-01-issue
chromium,archiving unconfirmed issues which have not been modified commented updated etc over years,no,ds-01-issue
hbase,testimporttsv does not shut down cluster correctly fails against hadoop,no,ds-01-issue
chromium,this bug blocking removing label,no,ds-01-issue
thrift,this very old please reopen create new issue,no,ds-01-issue
chromium,chromium version gentoo linux amd url behavior install chromium visit wine projects rss page see blank page had hoped that googles rss subscription extension would allow add rss feed google reader but this did not work tried viewing page incognito mode with extensions disabled but that did not work either,no,ds-01-issue
thrift,committed invalid cast thanks rowan !,no,ds-01-issue
chromium,new yahoo mail shows wrong font,yes,ds-01-issue
chromium,archiving issues attached old mstones which havent been touched over year,yes,ds-01-issue
camel,closing all resolved tickets from older,no,ds-01-issue
hbase,doesnt always down,no,ds-01-issue
impala,assigning you because its catalog related feel free reassign,no,ds-01-issue
hadoop,thanks ! committed trunk,no,ds-01-issue
hadoop,thanks your review and good comments patch updated accordingly,no,ds-01-issue
camel,thanks fixing,no,ds-01-issue
chromium,extremely sorry filing this duplicate one this same guess clicked submit button twice could somebody close this please ?,no,ds-01-issue
chromium,attempted play this macmini mac version ghz intel core duo mhz ddr sdram chrome version google chrome official build beta webkit user agent mozilla macintosh intel mac applewebkit khtml like gecko chrome safari command line chrome psn flag switches end attached video experience executive summary garbled playback correction both firefox and chrome report bad request your client has issued malformed illegal request when attempt upload file called video,no,ds-01-issue
chromium,hcjehg installed hobsoft aps root certificate trusted root certification authorities certificate store windows vista then visited your example web page got good lock icon our code doesnt check tcp port when determining security page fact that secure site using non port should not matter you said that you got warning triangle icon that says there were resources that are not secure this means https page contained subresource example img called mixed content mixed https http content page has mixed content today can you test current version chrome and see you can still reproduce problem ?,no,ds-01-issue
hadoop,none,no,ds-01-issue
impala,now get which seems reasonable ish query handle longer valid fetch because was cancelled,no,ds-01-issue
chromium,renders very slow yanky selection,yes,ds-01-issue
chromium,devtools styles option menu partially hidden when docked,no,ds-01-issue
hadoop,ive committed this trunk branch and branch beta,no,ds-01-issue
hbase,chiaping you attach patch would run tests,no,ds-01-issue
thrift,nice job jens ! would add nameconflict thrift test probably merging with thrift what you think ?,no,ds-01-issue
hadoop,similar issue has been created map reduce mapreduce see issue links perhaps similar issue should also created hdfs,no,ds-01-issue
hadoop,committed your attention detail appreciated ! know its only word docs but that could cost lot people time well spotted too,yes,ds-01-issue
hadoop,thanks revised patch cover seans feedback make temporary variables loops local examine executable paths with not only,yes,ds-01-issue
hbase,looks good,no,ds-01-issue
gerrit,reviewers ignoring change status should explicit,no,ds-01-issue
hadoop,think timeout separate issue our case run testretryproxy alone never fails however when running all test cases test class together will always get jvm crash error due testretryproxy hangs could race condition what your and configuration ? suspects your guys never run into our problem because you have faster machines could also that our linux slower and never run into this timeout issue,yes,ds-01-issue
camel,thanks steven,no,ds-01-issue
hbase,hbase zkcli falls into non interactive prompt after hbase,no,ds-01-issue
hadoop,cos agree with you however requirement creating user define files and folders task attempt folder with different kind permissions while job running later while cleaning just wanted make sure whether all user defined files and folders are cleaned not that job that have defined above methods fulfilling requirement understand dont think filesystem providing such straight forward and createnewfolder like you mentioned four methods first method creates files with full permission suppose user wants give his own permissions while creating file that case can use second method same way folder creation also will remove this part code,yes,ds-01-issue
hbase,when zookeeper down during major compaction sweep tool run progress switch minor but request start major and increments major compactions counter while request end minor and decrements minor compactions counter triggering assert newvalue since are decrementing wrong counter,no,ds-01-issue
chromium,html canvas filltext text less than font size displayed same size,yes,ds-01-issue
impala,this example error,no,ds-01-issue
thrift,docs about apache php endpoint are sorta facebook specific other than that lgtm,yes,ds-01-issue
469009187,set functions clearer and are now summarized ? tidync package https hypertidy github tidync reference tidync package html that page btw built from source files longer than char but cant see how shorten them and still work ?,no,ds-04-R-issue
camel,ill take look your patch asap usually preferred way this kind stuff github able review platform but problem thanks contribution,no,ds-01-issue
camel,just went thought patch current just suppose take map which works cache from camel context but user need setup map first before use just claus has mentioned mail could use lrusoftcache this kind cache btw lrusoftcache thread safe now generic cache facility which could provide camel just come across mind cache can managed jmx and can meet out needs cache different camel component maybe could use later beaninfo,no,ds-01-issue
chromium,version repros ghardy open suse fedora ubuntu cpu architecture bit bit window manager gnome behavior behavior chrome windows optional click quot click here yahoo quot save page yahoo window you may have wait some time before you get renderer crash both popup window and parent window doesnt crash you can try opening saved page multiple times clicking page from download shelf see screenshot stacktrace,no,ds-01-issue
hadoop,clarify nit was placement deprecated annotation that was its own line rather than whether was included not,no,ds-01-issue
hadoop,streaming documentation update,no,ds-01-issue
hbase,thanks comments ! incorporated your feedbacks into patch,no,ds-01-issue
hbase,keyvalue kind immutable can make keyvalue based bytestring instead byte ? can avoid copying around too,no,ds-01-issue
hbase,patch with modified htablepool now attached also modified code stargate package that was using htablepool,no,ds-01-issue
hbase,you can publish other stats via hadoop metrics well dont publish long how old longest one but publish delay time time difference graph normally this will hover near but during times trouble may climb thus making clear indication that something wrong another metric you can track queue linger time how long items remain various queues before being processed youd probably have track and average this thu jul jean daniel cryans jira,no,ds-01-issue
hbase,all failed test cases are passing locally,no,ds-01-issue
thrift,had some issues with docker image that got resolved with january was this issue you were seeing ? you want keep this open close out ? saving minutes each build worth continuing use docker images instead rebuilding them,no,ds-01-issue
camel,component has issue with usage raw function child endpoint configuration will mishandle content raw when some point escaped ampersand symbol unescaped and wrong set parameters used attached fixed issues and adds unit test verify behavior before and after fix,yes,ds-01-issue
chromium,not able repro trunk load any page press cmd and cmd quickly print dialog appears closing that dialog tab closing think command requests are getting queued,no,ds-01-issue
hadoop,committed this trunk test warnings are unrelated any changes shell code allen thank you code review,no,ds-01-issue
impala,certain this error test that way gets torn down rather than ssl logic,no,ds-01-issue
chromium,content script messaging stopped working,no,ds-01-issue
thrift,configure should check before checking boost,no,ds-01-issue
thrift,compiler updates needed support not serializing optional field default values,no,ds-01-issue
camel,closing issues,no,ds-01-issue
hbase,committed branch and trunk,no,ds-01-issue
hadoop,its maven version problem look things try apache maven,no,ds-01-issue
hadoop,dns reversedns can return hostname with appended end,no,ds-01-issue
thrift,socket timeout handling has room improvements,yes,ds-01-issue
chromium,this most recent version yes version opensuse cpu architecture bit bit bits window manager urls relevant behavior linux firefox behavior windows chrome you have access open print dialog print page printer dialog window appears crash with backtrace attached attach screenshot and backtrace possible,no,ds-01-issue
hbase,why queue added within scope this jira ? seems unrelated can you remove unnecessary import org top ? can have unit test which shows backwards compatibility this ? thanks working this ram,yes,ds-01-issue
thrift,based comments from fbthrift contributions must come from fbthrift team closing this all subtasks are closed,no,ds-01-issue
hbase,hbase backup command doesn show debug option enable backup debug mode,no,ds-01-issue
hbase,skip option added general option now,no,ds-01-issue
chromium,with command line flag then,no,ds-01-issue
thrift,service inheritance does not work with namespaced ruby code,no,ds-01-issue
impala,error details stack trace,no,ds-01-issue
impala,recent change added plan node cardinality describe output using metric format instead this makes output easier read also since all numbers are estimate having seven eight digits precision not very helpful this ticket requests that same formatting used other places where describe output shows row counts table stats extrapolated row count partition row counts and,yes,ds-01-issue
hadoop,thanks contribution have committed this branch,no,ds-01-issue
hbase,see hbase where disable because fails mysterious ways,no,ds-01-issue
hbase,dont know why hbase keeps those inputstreams after load just unbuffer ill keep watching,no,ds-01-issue
gerrit,expand diffs inline main change page click line number leave inline comment type comment tab enter draft comment saved draft comment saved and page navigates individual file view file,no,ds-01-issue
hadoop,closing wont fix test patch has been much better about testing javadoc while now,no,ds-01-issue
chromium,programe can you file upstream bug not let know and ill get,no,ds-01-issue
hadoop,sorry thought you were committer done !,no,ds-01-issue
gerrit,gerrit submodule references should absolute,no,ds-01-issue
camel,consumer wants handle uow itself such this use case then should when creates exchange and then when its done processing and all its needed work must these methods part defaultconsumer this has been implemented camel http camel jetty camel netty camel netty http camel cxf,no,ds-01-issue
hbase,marking closed,no,ds-01-issue
thrift,this looks committed feel like closing issue,no,ds-01-issue
camel,there one thing remaining but its more side effect this issue and tracked camel,no,ds-01-issue
hadoop,should probably use local var here and return something even though class technically global,no,ds-01-issue
283799109,also odd that random int and integer use different techniques generating random integers,yes,ds-04-R-issue
chromium,make ajax console view per repository instead per buildbot master,no,ds-01-issue
hadoop,develop new method getting user list method signature public arraylist stringadd new attribute system test xml file getting userlist path submitting jobs different user proxy user needed get available users from userlist and then pass user proxy instead hardcoding user test,yes,ds-01-issue
471299199,sorry confusion,no,ds-04-R-issue
impala,crash occurred while running concurrent tpcds queries against krpc branch stack,no,ds-01-issue
camel,couldnt find way work with proxy using ftp camel component someone know how deal with ? thanks !,no,ds-01-issue
chromium,this not bug works intened actually popup was granted user geature its because attached event html untrusted custom event was fired inside user initiated onmouseover event you create untrusted event inside user initiated trusted event but fire out user initiated event webkit will block that popup please see attached test already covers this situation close this bug wontfix please feel free reopen you have different thought thanks,no,ds-01-issue
hbase,add tostring htable fix log assignmentmanager,no,ds-01-issue
gerrit,prefix json response intended and your script needs skip its security measure prevent xssi,yes,ds-01-issue
hadoop,this was due timing issue testing scripts,no,ds-01-issue
chromium,browser suddenly crash,no,ds-01-issue
chromium,background writing chrome driver test verify credit card icons displayed based credit card number entered currently this cannot done icon linked base encoded data url with other identifying attributes not sure how implement attributes needed couldnt decide needs added std string res within web util within its probably safer someone more familiar with code add additional attributes,no,ds-01-issue
impala,add fsigned char compile option,no,ds-01-issue
497150405,not familiar with java was wondering you could advise what try next ?,yes,ds-04-R-issue
chromium,crash when restarting after sync with gmail account,no,ds-01-issue
camel,added new component google bigquery sql see patch,no,ds-01-issue
chromium,this crash happening extractedstyle extractedstyle mapvalue null,no,ds-01-issue
662996139,cant reproduce other cmd check error mentioned jooolia related latex,yes,ds-04-R-issue
hbase,bad compaction priority behavior queue can cause store blocked,no,ds-01-issue
camel,should not release camel with any snapshot deps case karaf not release beforehand need revert this patch,no,ds-01-issue
662996139,far can tell repeatsasdiscrete not used detectcharactertype detectallcharacters,yes,ds-04-R-issue
camel,missed checking now,no,ds-01-issue
hbase,tried combined patch testtablemapreduce passed you see other failed test ?,no,ds-01-issue
hbase,patch,no,ds-01-issue
662996139,see technical limitations that would prevent you reach coverage this package but now think you should least try reach coverage,yes,ds-04-R-issue
hadoop,meant say sure will make sure ignores logs exception but does not throw that simple,no,ds-01-issue
hbase,minor change trigger hbase server,no,ds-01-issue
thrift,sometimes its useful able make single string modifications thrift object inline having set methods return reference itself allows syntactic sugar like this,no,ds-01-issue
hadoop,thanks review ! will commit patch shortly,no,ds-01-issue
hadoop,there might other environment settings that should tuned besides malloc arena max mallopt man man mallopt contains important notice about dynamic mmap threshold glibc malloc more information suggest disabling dynamic mmap threshold setting these environment variables besided malloc arena max that would prevent memory fragmentation keeping using mmap memory allocations that are over default before dynamic mmap behaviour was introduced,no,ds-01-issue
thrift,committed thanks review !,no,ds-01-issue
hbase,elliott can you generate docs and make sure doclet generates two sets javadoc one with public api only and one with full dev api ? that works imagine wed start getting errors with new files where folks use hadoop classification instead hbase one would good have quick grep precheck qabot that warns hadoop one included diff fine follow,no,ds-01-issue
camel,see thread,no,ds-01-issue
chromium,verified label updated autoallocator contact amolk krisr details,no,ds-01-issue
hbase,patch was applied while back,no,ds-01-issue
gerrit,problem with sequential cts,no,ds-01-issue
hadoop,this method not specific tasktracker should work fine with localrunner too right ? there ought better place put jobconf ? jobclient ?,yes,ds-01-issue
hbase,seems our not cancelling failed assign this user space region see handlerit but not seem similar failed hbase meta assign because different route via patch coming,no,ds-01-issue
hadoop,all cluster components except tasktracker opts environment variable set like this hadoop env export hadoop component provided patch fixes this,no,ds-01-issue
hbase,pushed into branch thanks review,no,ds-01-issue
impala,display constraint information show create statement,no,ds-01-issue
hbase,there are problems here not clean shutdown your cluster non consistent state starting master and ignoring exception bad idea you have run hbck you can restart cluster and clean shutdown before downgrade clean shutdown and restart with lower version you will not have procedure running nothing load and youll not hit this problem problem related how load completed procedures but not yet deleted are loaded using convert which creates procedure instance but dont really need that fact remove that instance later when realize that just need result even case clean shutdown may get exception because are trying call convert,no,ds-01-issue
camel,should updated latest release are far behind this one may longer work osgi and that fine just remove feature,yes,ds-01-issue
impala,impala ddl metadata synchronize delay,no,ds-01-issue
hbase,point check make sure thrift version variable doesnt get updated without review compatibility also its regular expression using variable will unnecessarily permissive,yes,ds-01-issue
hadoop,rebasing trunk,no,ds-01-issue
hadoop,code looks like,no,ds-01-issue
camel,xmpp consumer should pass xmpp headers message headers just like xmpp producer accepts message headers xmpp headers,no,ds-01-issue
hbase,will commit tomorrow after running tests,no,ds-01-issue
hbase,talked with offline better way always remove remote wal when wal name sync replication peer matter whether add need add uts confirm,no,ds-01-issue
hbase,looks good correct comment pls seems copy paste set get attributes set put attributes seems same code repeating can make this one def ?,yes,ds-01-issue
impala,crashed statestore causes queries hang,no,ds-01-issue
hbase,this issue was closed part bulk closing operation all issues that have been resolved and where all fixversions have been released have been closed following discussions mailing list,no,ds-01-issue
chromium,tab stuck image flash page,no,ds-01-issue
283799109,package review please check off boxes applicable and elaborate comments below,no,ds-04-R-issue
hadoop,launching applications using docker containers page example spark section spark config configuring environment variables application master config prefix are wrong correct ones see,no,ds-01-issue
hadoop,jobsubmitter was passing classpaths distributedcache without protocol this caused issues local mode this changes jobsubmitter that passes whole path distributedcache,no,ds-01-issue
hadoop,ack must have forgotten actually add client objects instead just removing this finalizer how about having shutdown hook that calls closeall method from hadoop ? also needs close method that calls dfsclient close,no,ds-01-issue
hadoop,this can addressed allowing set expiration authentication token zero note that only zero would supported cannot change arbitrary expiration interval when expiration set zero would let request continue target resource but will not issue http cookie this means that subsequent requests will forced through this will work with webhdfs delegation tokens where delegationtoken must part querystring request,no,ds-01-issue
hadoop,lgtm merged,no,ds-01-issue
hadoop,hadoop was filed about removing all locking interface probably time fix,yes,ds-01-issue
camel,when custom converters are included spring boot nested jar and corresponding declares just package containing converters not their full class names spring boot not able find them whenever you include camel core test jar spring boot application application crashes with attached exception this happens only when application packaged and launched with java jar everything works application not packaged experienced same behavior with sample module created hoc problem related package scanning when names are used descriptor there are problems,no,ds-01-issue
chromium,version visit url above bring developer tools and scripts tab pause script script pauses tab crashes snap page attach screenshot possible useragentstring mozilla windows applewebkit khtml like gecko chrome safari,no,ds-01-issue
hadoop,daryn this very different use case from svn ssh and this reads really badly furthermore doesnt nest right complete mess what are you trying accomplish that this makes difficult ?,no,ds-01-issue
hbase,stop lars its smaller fix but not better this script called once from outside and has single flow execution already does correct check hostname but doesnt check port being set that means you end having two null checks local load unload methods variable that should script global anyways this way its checked one place think setting defaults user didnt provide overrides and never has worried about again but thanks original ill committing today thats with you boss,no,ds-01-issue
hadoop,some applications using hadoop dfs receive wrong data after certain random seeks after some investigation believe without looking source code that basically boils down fact that method read byte int off int len when called with external buffer larger than internal buffer reads into external buffer directly without using internal buffer anymore but without invalidating internal buffer setting variable count such that subsequent seek offset which closer position positioncache than internal buffersize will put current position into internal buffer containing outdated data from somewhere else,yes,ds-01-issue
hadoop,patch review,no,ds-01-issue
hbase,fails against version hadoop with failure append not supported please see dfs support append configuration parameter instead using append can probably just copy over contents new file append garbage new file copy back old file,no,ds-01-issue
thrift,commited thanks !,no,ds-01-issue
hadoop,add documentation configuration property controlling maximum rpc message size,no,ds-01-issue
thrift,tmessages multiplexed service responses should include service names,no,ds-01-issue
hbase,this can happened when region split version write memstore write hlog update mvcc client server doesnt consider readpoint but get will some value doesnt have commit getrowkeyatorbefore see but get will ignore there possiable that will return null result,no,ds-01-issue
525221594,not use author and maintainer fields description they are automatically generated from authors,yes,ds-04-R-issue
hadoop,from,no,ds-01-issue
hadoop,patch findbugs and test failures are fixed,no,ds-01-issue
camel,closing all resolved tickets from older,no,ds-01-issue
hbase,resolving dup parent issue thats where action,no,ds-01-issue
hbase,dont think you can pin your hopes someone else thinking about perfection hbase side client needs thoughtful possible,no,ds-01-issue
thrift,cpp libraries were there libthrift package version and disappeared and too think actual problem that somewhat they got removed moment debian package after providing cpp libraries,no,ds-01-issue
thrift,you define multiple thrift files and use data type from one file another generated code broken because tries use fully qualified class name object type without adding import call while this works java does not work example have file types thrift types thrift namespace com xxx xxx types struct type string param and file service thrift service thrift namespace include types thrift service service void method types type object this will generate method definition like public function onerror function but will not generate import import,no,ds-01-issue
hbase,ill give shot two questions what timeframe ? expecting try this soon but not tomorrow morning even though this small this would first attempt hbase change and dont want screw assuming that value still going take byte think would nice have methods that also took string and did right thing internally but get methods would get little more complicated since overloading doesnt work with return values and they would probably need something like getstring and getint etc any changes along this line think would require separate jira ticket,no,ds-01-issue
hadoop,reattaching patch fixing above issue,no,ds-01-issue
gerrit,open change press then press changes screen opened file diff screen there way back open changes page using keyboard have click menu open navigate open changes page,no,ds-01-issue
hbase,remove deprecated method hfileoutputformat,yes,ds-01-issue
chromium,full crash report details can found meta information report report time sun uptime sec cumulative uptime sec user email user comments product name chrome product version name windows version service pack cpu architecture cpu info authenticamd family model stepping plat win ptype browser stack trace thread crashed chrome dll anonymous int chrome dll handler cpp callnewh chrome dll malloc malloc chrome dll malloc sqlite mallocraw chrome dll pager sqlite pagerloadall chrome dll build sqlite preload chrome dll chrome dll const const amp chrome dll chrome dll chrome dll message loop chrome dll message loop const amp chrome dll message loop chrome dll fbdd chrome dll message loop fbd chrome dll message loop fbcea chrome dll message loop messageloop run chrome dll thread fdcf chrome dll anonymous chrome dll threadex callthreadstartex chrome dll threadex threadstartex kernel dll basethreadstart,no,ds-01-issue
300349152,might easiest encourage users write short file conf yaml and direct create cctable this filename rather than object,yes,ds-04-R-issue
impala,performance regression tpc due delay filter arrival,yes,ds-01-issue
hadoop,eli jira filed uploaded patch fix this but that will cause some side effect thanks junping,no,ds-01-issue
gerrit,chromium has been merged into this issue,no,ds-01-issue
hadoop,fixed sortedleasesbypath and removed,no,ds-01-issue
hadoop,thanks arun committed trunk,no,ds-01-issue
hadoop,thanks and,no,ds-01-issue
impala,theres lump sum disk write time entire query but not individual operator per operator spilling time would more useful,no,ds-01-issue
hadoop,script option hod should exit with distinguishable exit codes script code and hod exit code,no,ds-01-issue
gerrit,there need fix anything except improving access rights documentation there another issue deal with this issue,yes,ds-01-issue
hbase,attaching patch which theoretically should fix problem,no,ds-01-issue
impala,after impala was delivered tpc fails gracefully when mem limit set and runs when mem limit but when mem limit set then impalad crashes,no,ds-01-issue
gerrit,patch history selection side reset when navigating previous next file diff,no,ds-01-issue
impala,add flag configure and negotiation thread count krpc,no,ds-01-issue
hadoop,think this issue doesnt require test case since this adds logging and modifies jsp files view input splits,no,ds-01-issue
hbase,fixes bug quotaobserverchore which would prevent from triggering quota updates rss,no,ds-01-issue
hbase,there assertion try block where throwable caught you dont need change,no,ds-01-issue
hbase,sir please check this out,no,ds-01-issue
gerrit,have not been able narrow down when occurs but last few patches submitted through gerrit submit button have wrong committer listed gerrit code review and more important wrong commit date look where commit date predates patch person who pressed submit committer and moment that submit pressed commit date,no,ds-01-issue
chromium,releasing run dll exe enables dde links from tos rediplus excel,no,ds-01-issue
impala,code coverage grouping joining float double cols,no,ds-01-issue
hadoop,currently jars under hadoop tools dir are not included classpath hadoop command will fail execute cmds about wasb file systems simple solution add those jars into classpath cmds suggestions are welcomed,no,ds-01-issue
hadoop,sorry this patch doesnt apply anymore could you please regenerate this ?,no,ds-01-issue
thrift,this issue was fixed thrift,no,ds-01-issue
camel,when using spring property placeholders will scan tokens which same set camel simple language uses this makes harder configure file endpoints where file name simple expression because spring interferes introducing simple alternative start token can avoid clash,no,ds-01-issue
hadoop,ran testhdfstrash hdfs project run test hdfs delete deleting directory mkdir created dir delete deleting directory mkdir created dir junit running junit errors sec,no,ds-01-issue
thrift,committed thrift with thriftversion string this,no,ds-01-issue
hadoop,shoot ! missed beginning anchor this good all branches can someone please commit ?,no,ds-01-issue
impala,despite this pretty rare mean that variable probe expr ctxs added twice while variable filter expr ctxs not called function addexprctxstofree,yes,ds-01-issue
chromium,moving old issues out details,no,ds-01-issue
chromium,page field hidden when task manager dialog box becomes small,no,ds-01-issue
thrift,test case and make cross integration can close this you like,yes,ds-01-issue
impala,can you update this jira reflect changes,no,ds-01-issue
camel,now you must use classpath based xml files camel expects code below not possible but desired unit testing camel projects where spring configuration resides web inf and not classpath etc there must common spring interface can return instead classpath based,no,ds-01-issue
chromium,patch implement iframe shim behavior,no,ds-01-issue
gerrit,seems problem with quicincs gerrit installation not with gerrit itself,no,ds-01-issue
gerrit,error and then error gerrit backend when pushiing gerrit review,no,ds-01-issue
camel,could you elaborate what you mean ?,no,ds-01-issue
chromium,reproducible but not reproducible already fixed ? can this closed ?,no,ds-01-issue
gerrit,comment shawn pearce sop google com fixed,no,ds-01-issue
hadoop,ive just committed this thanks patrick !,no,ds-01-issue
hbase,attached own jenkins run one failing test due not handling migrations yet,no,ds-01-issue
thrift,debian packaging minor ish policy problems,no,ds-01-issue
camel,camel jms using request reply over persistent queues should faster,yes,ds-01-issue
gerrit,links sergiyb talking about are from emails that receive from gerrit they usually look like this have same problem when start clicking reviews when come office morning,no,ds-01-issue
chromium,punting this now its easy make change that produces desired results but requires passing size points gfx font constructor which believe expects pixel sizes suspect that theres some points pixels confusion somewhere platformfontgtk and will spend some more time trying track down first,yes,ds-01-issue
thrift,seeing errors like this,no,ds-01-issue
283799109,overall this package well designed and well structured,no,ds-04-R-issue
thrift,make abstract base client class can generate less code,yes,ds-01-issue
hadoop,oops published wrong files,no,ds-01-issue
hadoop,ive just committed this thanks steve !,no,ds-01-issue
hadoop,hdfs permissions guide appears incorrect about,yes,ds-01-issue
hbase,yeah need fix source those zombies precommit builds its not this patch will commit shortly unless objection will fix long lines commit time,yes,ds-01-issue
camel,updated route xml format may have been encoded which means should support decoding xml prior loading model example placeholders may encoded into and which would cause routes not being able updated correctly adding boolean parameter operation you can control you want decode not,no,ds-01-issue
hbase,thanks stack taking look good point writelock updateslock then start mvcc transaction should case that sync and sync trx should same thing guess but let change plain old sync failure proof indeed block above catch block catching ignoring any exception from writing abort marker wal call should still happen outer block resulting,yes,ds-01-issue
gerrit,fix waiting submission here,no,ds-01-issue
gerrit,this also appears gerrit and current stable version importer plugin doug thanks workaround,no,ds-01-issue
hbase,new development goes against trunk and backported desired existing release branches from what have seen jira looks like each branchs release manager makes call backporting particular issue should document both this norm and who relevant release manager each branch current docs suggest adding list codelines section and add brief explanation pinging new section after submitting patch again post hbase note about pinging prior branch should just bullet patch workflow,yes,ds-01-issue
camel,upgrade jruby note this requires explicitly set test while used multithread envs,no,ds-01-issue
283799109,your review not limited these topics described reviewer guide reviewer confirm that there are conflicts interest review this work such being major contributor software,no,ds-04-R-issue
gerrit,appears configuration problem response from submitter more than months,no,ds-01-issue
thrift,produces which starts become annoying larger gaps between numbers are,yes,ds-01-issue
hadoop,build hadoop bit linux failure,no,ds-01-issue
camel,currently routecontextwhen processordefinition asked makeprocessor calls that replaces any placeholder with current routecontext data this makes impossible futher use such processordefinition with any other routecontext with different placeholder resolution data,no,ds-01-issue
hadoop,case cannedacl not set could throw npe this was observed mainly debugging not regular code path creating this jira just placeholder fix later,no,ds-01-issue
chromium,brett said hell take look,no,ds-01-issue
hbase,updated call status cleanup before close,no,ds-01-issue
212814385,not professional developer find your comments related part very useful,no,ds-04-R-issue
hadoop,trivial fix,no,ds-01-issue
hbase,dont think itll found this location verify,no,ds-01-issue
chromium,managed reproduce playing linux debug build chromium long period time hit this dcheck dcheck forward bytes forward bytes was but its not clear that was real value were operating deleted object commented out dcheck and did get sigsegv essentially identical thread crashed sigsegv chrome stl list chrome ffd chrome aed chrome chrome chrome current buffer node fffdf buffers impl prev fff data fields backward capacity backward bytes forward capacity forward bytes current time delta,no,ds-01-issue
hbase,what are other logs coming side ? because table not coming and because which start timed out ? meta table itself not coming online ? think mostly latter ?,no,ds-01-issue
gerrit,duplicated permissions hierarchy not properly taken into account,no,ds-01-issue
chromium,kenorb why you think this related ? btw since this issue doesnt have owner adding condvar class commiters list,no,ds-01-issue
camel,feature camel core does not install karaf,no,ds-01-issue
hadoop,ugi not found conf will login any file system better performance login ugi will stored actual login done only once,no,ds-01-issue
hbase,you mean client doesnt already retry case wre ? doesnt then this just oversight,no,ds-01-issue
camel,also works with latest snapshot version karaf and macos cmueller karaf clean cmueller karaf clean features install camel rss,no,ds-01-issue
thrift,committed thanks,no,ds-01-issue
gerrit,show vote chips change messages,no,ds-01-issue
hbase,nice work this patch master now wondering well need skip this patch and revert work committed hbase that shell scripts continue use old managed shared connection code this would api semantics compatibility question,no,ds-01-issue
hadoop,thanks daryn !,no,ds-01-issue
gerrit,you have been added reviewer wording slightly different owner but you are only ccd otherwise notified through another mechanism such watch list will say something form you mention owner this regard you can tell youve been added reviewer based whether your name appears salutation,no,ds-01-issue
impala,impala avro scanner doesnt use avro resolvingdecoder that cannot handle avro schema evolution such add field delete field rename field change data type field check details and example here,no,ds-01-issue
hadoop,retrying hudson,no,ds-01-issue
camel,since servicemix also supports old jbi service unit and classloader not osgi bundle class loader osgiresolverutil should use regular classloader osgi bundle classloader cant find any class,no,ds-01-issue
hadoop,test patch has problem see hadoop,no,ds-01-issue
chromium,platform hostname mac version build processor intel ghz ram chrome chrome version release quicktime player quicktime playerx unknown flash player launch chrome navigate google chrome extras and try install any extension verify extension install dialog actual confirm installation title extension install dialog missing screen shot attached expected add title dialog like windows,no,ds-01-issue
hadoop,this will help figure out which version hadoop were running when looking back logs,no,ds-01-issue
hbase,submitting revised patch which includes all following subtask remove instances setting ports existing tests following modules were modified remove their now apparently extraneous setting master info port and region server port subtask add some class level javadoc following was added hbasetestingutility class level javadoc comment subtask add debug level logging message when port values are overridden following code now appears end main constructor note debug logging that has been added subtask add new method testing port overrides following new method assures that port override taking place when should and not taking place when should not,yes,ds-01-issue
thrift,cant reproduce closing,no,ds-01-issue
hadoop,little wired return only raw literal number when default time units and literal number provided may mislead unexpected behave just take into account its name and parameters though changing long string will return expected result think should return same result when long and default time unit second given,yes,ds-01-issue
hadoop,kicking jenkins,no,ds-01-issue
hbase,attach patch prefix alex jenkins dont know how apply src paths,no,ds-01-issue
