projectname,Abstract,origin_label,datasetname
accumulo,accumulo one more merge due main branch changes before start next phase work,no,ds-02-commit
avro,avro add missing files and fix bug with defaults contributed david mcintosh,no,ds-02-commit
trafficcontrol,only show manage keys button forms protocol signingalgorithm not null but only once change persisted,no,ds-02-commit
jmeter,log more information sampler causes error,yes,ds-02-commit
groovy,groovy groovy hangs enum range includes last value additional tests,no,ds-02-commit
usergrid,added license headers files,no,ds-02-commit
ambari,ambari hive view add rest endpoint deleting database nitirajrathore,no,ds-02-commit
airflow,airflow add bloc airflow user closes from dpaola patch https issues apache org jira browse airflow,no,ds-02-commit
nifi,nifi fixed table caching primary key logic putdatabaserecord this closes,no,ds-02-commit
cloudstack,cloudstack fix start end port not being passed with protocol number,no,ds-02-commit
myfaces-tobago,old maven version builds apache org doesnt pick correct plugin version,no,ds-02-commit
shardingsphere,fix modify details,no,ds-02-commit
beam,merge pull request from jbonofre beam beam add backoff support jdbcio write,no,ds-02-commit
hbase,hbase transactional scans not see newest put,no,ds-02-commit
apisix,doc add doc how write plugin,no,ds-02-commit
cloudstack,add account level parameter,no,ds-02-commit
kylin,kylin read hive table write hfile,no,ds-02-commit
cassandra,handle host conflicts properly patch brandonwilliams reviewed tyler hobbs cassandra,no,ds-02-commit
lucene-solr,lucene add support lucenetestcase getname backwards compatibility when reporting failed tests also removed class and added anonymous class simplified reflection,yes,ds-02-commit
camel,made easier use custom aggregation collection discussed this thread http www nabble com implementation html,yes,ds-02-commit
iceberg,add argument validation hadooptables create,no,ds-02-commit
incubator-pinot,not put trace info datatable when trace not enabled fix issue where trace info set datatable even when trace not enabled when encountered exception still put request into data table will clean trace another performance,yes,ds-02-commit
ignite,merge remote tracking branch origin ignite into ignite,no,ds-02-commit
hadoop,hdfs simplify blockreader not inherit from fsinputchecker contributed todd lipcon,yes,ds-02-commit
camel,fixed errors camel cdi,no,ds-02-commit
pulsar,doc dashboard docker relative clarity fixes motivation original document may mislead users into thinking that there any ready made docker image and building one from scratch,yes,ds-02-commit
infrastructure-puppet,typo,yes,ds-02-commit
lucene-solr,solr clone params create calls,no,ds-02-commit
flink,implemented compiler post pass bulk iterations with pact record,no,ds-02-commit
echarts,optimize disable tooltip transition first show,no,ds-02-commit
beam,fix flaky comparison log handler test,yes,ds-02-commit
beam,add javadoc consoleio,no,ds-02-commit
ignite,ignite pageslist takeemptypage may fail with assertionerror type fixes,no,ds-02-commit
airflow,pass location using parmamter dataflow integration,no,ds-02-commit
ambari,ambari falcon server restart failed during tar need add retries command swapan shridhar via alejandro,no,ds-02-commit
couchdb,improve mango markdown this primarily wraps long lines and removes trailing whitespace readme and todo files test readme updates default admin username and password used dev run,yes,ds-02-commit
tinkerpop,added javadoc choose ctr,no,ds-02-commit
groovy,groovy comparing primitive null safe primitive property expression should not throw npe correct assertions tests groovy closes,no,ds-02-commit
spark,spark sql add planner rule automatically inserting unsafe safe row format converters now that have two different internal row formats unsaferow and old java object based row format end having perform conversions between these two formats these conversions should not performed operators themselves instead planner should responsible inserting appropriate format conversions when they are needed this patch makes following changes add two new physical operators performing row format conversions converttounsafe and convertfromunsafe add new methods sparkplan allow operators express whether they output unsaferows and whether they can handle safe unsafe rows inputs implement ensurerowformats rule automatically insert converter operators where necessary closes from joshrosen unsafe converter planning and squashes following commits josh rosen resolve conflicts favor choosing unsaferow cce josh rosen add roundtrip converter test josh rosen add union unsafe support tests bump test coverage josh rosen add even more assertions execute josh rosen rename convertfromunsafe converttosafe josh rosen add assertion operators input rows are different formats cabb josh rosen add tests filter josh rosen add missing test file josh rosen fixes fef josh rosen rename file josh rosen finish writing ensurerowformats planner rule josh rosen merge remote tracking branch origin master into unsafe converter planning josh rosen wip,yes,ds-02-commit
cassandra,merge branch cassandra into trunk,no,ds-02-commit
spark,spark sql rename wholefile multiline both csv and json what changes were proposed this pull request ? current option name wholefile misleading csv users currently not representing record per file actually one file could have multiple records thus should rename now proposal multiline how was this patch tested ? closes from gatorsmile renamecvsoption,yes,ds-02-commit
spark,spark sql mark deprecated methods with this will removed spark also fixed some documentation saw them closes from rxin spark,no,ds-02-commit
camel,camel aws fixed,no,ds-02-commit
hadoop,hadoop does not support setxattr contributed clemens wolff,no,ds-02-commit
activemq,apply fix https issues apache org jira browse amq,no,ds-02-commit
camel,added concurrency test,no,ds-02-commit
gobblin,add compression when writing job state sequence file,no,ds-02-commit
nifi,nifi replaced four screenshots they have new logo,no,ds-02-commit
camel,update deltaspike add weld profile testing configure test have working weld and owb profiles,no,ds-02-commit
calcite,maven release plugin prepare release linq,no,ds-02-commit
tinkerpop,merge branch master github com tinkerpop tinkerpop,no,ds-02-commit
camel,camel metrics fixed,no,ds-02-commit
cloudstack,readme repo has moved move from git wip gitbox,no,ds-02-commit
spark,added support random vertex cuts,no,ds-02-commit
arrow,arrow check fuzz crash regressions closes from pitrou arrow fuzz regressions and squashes following commits antoine pitrou arrow check fuzz crash regressions,no,ds-02-commit
ambari,ambari rolling upgrade bootstrap create new tables and populate during installation new cluster alejandro,no,ds-02-commit
cassandra,whitespace,no,ds-02-commit
bigtop,bigtop bump version datafu,no,ds-02-commit
nutch,preparing release,no,ds-02-commit
nifi,nifi ensuring transitive referencing components are able returned ensuring can enable disable services with transitive referencing components ensuring cannot enable disable services with unauthorized referencing components nifi ensuring have permissions before attempting reload controller service this closes,no,ds-02-commit
ignite,ignite fix test use cluster localnode instead cluster node,no,ds-02-commit
gobblin,merge pull request from zliu update hive version,no,ds-02-commit
beam,beam fix some race conditions sdf splitting splitting could requested before operation started element could finish while were splitting,no,ds-02-commit
incubator-heron,correcting integration tests structure correcting integration tests structure correcting build file,yes,ds-02-commit
spark,change indentation,yes,ds-02-commit
tinkerpop,merge branch into conflicts gremlin core src test resources log silent properties gremlin core src test resources log test properties tinkergraph gremlin src test java org apache tinkerpop gremlin tinkergraph process java,no,ds-02-commit
jena,jena dont try reorder pattern triple patterns,no,ds-02-commit
tomee,https issues apache org jira browse tomee preparing javascript html and java codes new web interface loading tests and browser panels,no,ds-02-commit
usergrid,added automatic restart client seem get disconnected with large clusters occasionally,no,ds-02-commit
hbase,hbase allow record filtering with selected row key values hbase export,no,ds-02-commit
brooklyn-server,unit test location hostgeoinfo conversions,no,ds-02-commit
camel,camel camelcase and fixed npe bug this one polished code,yes,ds-02-commit
superset,enabled self use pylint rule security formatter,no,ds-02-commit
camel,camel add example which use cxf bean binding and osgi http service pax web with jetty,no,ds-02-commit
activemq,https issues apache org jira browse amq encode queuegraph jsp,no,ds-02-commit
cassandra,exclude sstable based clustering query name path patch slebresne reviewed iamaleksey cassandra,no,ds-02-commit
reef,more javadocs,yes,ds-02-commit
lucene-solr,solr intellij config,no,ds-02-commit
jmeter,add logging,yes,ds-02-commit
kylin,commit sample cube,no,ds-02-commit
commons-lang,moving since correct repeat method,no,ds-02-commit
shardingsphere,refactor,no,ds-02-commit
beam,beam flink batch runner memory efficient combine implementation non merging windows,no,ds-02-commit
flink,hotfix runtime delete unused interface this closes,yes,ds-02-commit
ambari,ambari allow stack define custom rolling orchestration logic,no,ds-02-commit
cassandra,merge from,no,ds-02-commit
camel,upgrade zxing and related bundle version,no,ds-02-commit
storm,storm visualization api returns spout system components also fixed storm visualization api missing stats instances system components one thing which should fixed issue description system shouldnt shown,no,ds-02-commit
camel,explicit import java util,no,ds-02-commit
camel,camel camel mina should preserver headers added missing svn ignore folders,no,ds-02-commit
kafka,kafka avoid unnecessary set creation acl matching went long way solving some acl performance issues dont think need create sets all find and isempty calls testauthorizer cost after this change,yes,ds-02-commit
tomee,tomee wire users roles tomee embedded arquillian adapter,no,ds-02-commit
airflow,fix migration downgrade actions,no,ds-02-commit
hive,hive empty resultset run into exception when using thrift binary serde ziyang zhao reviewed vaibhav gumashta,no,ds-02-commit
camel,camel make propertiesfunction part propertiescomponent spi,no,ds-02-commit
cxf,get rid warnings but dont break spring support,yes,ds-02-commit
jmeter,clarify,no,ds-02-commit
hive,hive native parquet support hive justin via xuefu,no,ds-02-commit
helix,add abnormal states resolver interface and configuration item abnormal states resolver defines generic interface find and recover partition has any abnormal current states example double masters application data out sync interface shall implemented according requirement resolver applied rebalance process according corresponding cluster config item example abnormal states resolver map masterslave org apache helix api rebalancer constraint default behavior without any configuration not doing any recovery work,no,ds-02-commit
groovy,remove redundant wiki manipulation code amend maven build remove references code and dependent jars,yes,ds-02-commit
ambari,ambari not supported actions like start stop should not shown hdfs yarn clients cluster with externalized hdfs yarn,no,ds-02-commit
cloudstack,cloudstack netscaler support external provider front end,no,ds-02-commit
netbeans,netbeans added support reading kotlin based gradle projects,no,ds-02-commit
couchdb,avoid badarith error during cluster upgrade bugzid,no,ds-02-commit
camel,camel added main class camel core thanks ben patch,no,ds-02-commit
cassandra,update cql doc cassandra non equal conditions lwt patch slebresne reviewed blerer cassandra,no,ds-02-commit
lucene-solr,solr unable download zookeeper files byte size,no,ds-02-commit
incubator-hop,merge pull request from mattcasters master hop unit test fix rename,no,ds-02-commit
gobblin,added cloudera repository,no,ds-02-commit
bigtop,bigtop docker hadoop option does not work correctly any more,no,ds-02-commit
cloudstack,new localize left menu,no,ds-02-commit
flink,flink add logistic loss hinge loss and regularization penalties optimization use parameter set regularization penalty gradient descent solver update regularization penalty docs this closes,no,ds-02-commit
storm,addressing comments,no,ds-02-commit
groovy,groovy groovy console fails launch,no,ds-02-commit
hbase,hbase site xml adding left hand nav videos pres book xml nit capitalization fix,yes,ds-02-commit
storm,minor remove some unused fields and correct comment typo,yes,ds-02-commit
flink,docs add toc restart strategies page this closes,no,ds-02-commit
bigtop,bigtop make container executor configurable make options container executor configurable and work around executor crashing startup banned users not set all see https issues apache org jira browse yarn also synchronise yarn nodemanager linux container executor group setting yarn site xml with whats actually used filesystem and container executor cfg,yes,ds-02-commit
activemq,applying patch amq mqtt paths with empty levels are not handled correctly thanks dhiraj !,no,ds-02-commit
echarts,merge branch dev https github com ecomfe echarts into dev,no,ds-02-commit
beam,updated download page anchor,no,ds-02-commit
tinkerpop,merge remote tracking branch origin master,no,ds-02-commit
beam,merge pull request from amaliujia add missing bytes sql add missing bytes fieldtoavatica,no,ds-02-commit
couchdb,add status code stats descriptions started emit that couchdb temporary views and possibly other endpoints,no,ds-02-commit
ignite,ignite api network connectivity check fixes,no,ds-02-commit
accumulo,add final parameters guided pmd,no,ds-02-commit
camel,use latest hazelcast kubernetes,no,ds-02-commit
beam,beam update commons csv version,no,ds-02-commit
geode,geode upgrades gradle,no,ds-02-commit
ignite,fixed https issues apache org jira browse ignite,no,ds-02-commit
hbase,hbase prevent add same table two sync replication peers config,no,ds-02-commit
apisix,fix correct template dns resolver valid,no,ds-02-commit
camel,camel xmlconverter should use logger api when reporting parsin camel xmlconverter should use logger api when reporting parsing errors,no,ds-02-commit
echarts,theme river animation,no,ds-02-commit
tomee,hopefully avoids inconvertible types issue windows build,no,ds-02-commit
shardingsphere,fix test case,no,ds-02-commit
nifi,nifi added error messages fail drop flowfiles from queue,yes,ds-02-commit
trafficserver,issue address pipe reuse after configuration reload issues,no,ds-02-commit
spark,revert spark mesos submit check submission request parameters this reverts commit cbec,no,ds-02-commit
beam,allow absolute timers,no,ds-02-commit
echarts,fix calendar scatter,no,ds-02-commit
madlib,matrix fix starting index extract functions jira madlib,yes,ds-02-commit
activemq,add extra assert consumer advisory test,no,ds-02-commit
infrastructure-puppet,move usergrid gitwcsub,no,ds-02-commit
couchdb,merge branch feature updates feature updates import couch dbupdates from rcouch,no,ds-02-commit
jena,jena completely detach binding doing copy,no,ds-02-commit
commons-lang,lang requires java update url javase docs,no,ds-02-commit
superset,chore consolidate common code importers chore consolidate common code importers small fixes small fixes,yes,ds-02-commit
openwhisk-wskdeploy,change gradle build use gogradle plugin this applies gogradle plugin build binaries openwhisk wskdeploy partially closes apache incubator openwhisk release,no,ds-02-commit
ignite,ignite add mbean stripedexecutor this closes,no,ds-02-commit
camel-k,new builder engine,no,ds-02-commit
incubator-mxnet,adding stacktrace jenkinsfile utils groovy inspect python failure cause,no,ds-02-commit
iceberg,move manifest factory methods,no,ds-02-commit
camel,camel shutdown only aws clients owned context aws kinesis,no,ds-02-commit
beam,beam properly backup sys config files release script,no,ds-02-commit
cloudstack,dont allow specify security groups when deployvm vmware setup also fixed couple other problems verify security group ids before creation dont create default security group missing part deployvm process when deployed from vmware template,no,ds-02-commit
attic-apex-core,need quote tuple count,no,ds-02-commit
shardingsphere,dmlstatement dmlstatement assignments,no,ds-02-commit
spark,spark streaming revised allow streamingcontext recreated from checkpoint and existing sparkcontext this revision earlier version see that passed active sparkcontext explicitly through new set java and scala api drawbacks are hard implement python new api introduced this even more confusing since are introducing getactiveorcreate spark furthermore there now direct way get existing active sparkcontext create new sparkcontext getorcreate conf its better use this get sparkcontext rather than have new api explicitly pass context this have removed new versions streamingcontext getorcreate which took sparkcontext added ability pick existing sparkcontext when streamingcontext tries create sparkcontext closes from tdas spark and squashes following commits tathagata das merge remote tracking branch apache github master into spark tathagata das removed extra api and used sparkcontext getorcreate,yes,ds-02-commit
camel,upgrade kafka and related bundle version,no,ds-02-commit
incubator-mxnet,improve take documentation,no,ds-02-commit
ambari,ambari alerts create individual alert definition page akovalenko,no,ds-02-commit
beam,beam builders reducewindow operator extended able expose windowing settings,no,ds-02-commit
systemds,maven release plugin prepare release incubating,no,ds-02-commit
jmeter,updated rhino from rhino,no,ds-02-commit
ignite,ignite cleanup visoreventscommand class,yes,ds-02-commit
hadoop,hdfs support fully qualified hdfs path commands contributed hanisha koneru,no,ds-02-commit
trafficserver,skip test instead expecting failure,no,ds-02-commit
kafka,kafka eliminate scala compilation warnings changes suppressed compiler warnings about type erasure matching via unboxing jon riehl suppressed warning caused slight difference input function type john riehl fix compiler warnings servershutdowntest delayedjoingroup function signature blake smith fix scala warnings pair has been deprecated try without catch and finally useless and initialisation order fix ismael juma,yes,ds-02-commit
spark,add subtract javardd javadoublerdd and javapairrdd,no,ds-02-commit
ambari,ambari stack advisor recommends all components single host hdp ambari trunk build dsen,no,ds-02-commit
dubbo,merge remote tracking branch origin dev into dev,no,ds-02-commit
lucene-solr,solr merge with trunk,no,ds-02-commit
spark,build reference fasterxml jackson version sql core pom xml closes from tedyu master and squashes following commits tedyu reference fasterxml jackson version sql core pom xml tedyu merge branch master github com apache spark tedyu upgrade version jackson databind sql core pom xml,no,ds-02-commit
trafficserver,fix race condition thread startup,no,ds-02-commit
camel,camel jetty producer creates new http client and uses any httpclient xxx options configured this avoids issue with handling proper lifecycle these clients,no,ds-02-commit
myfaces-tobago,how become root,no,ds-02-commit
hadoop,hdfs add metrics and web cluster version summary contributed ravi prakash,no,ds-02-commit
camel,regen,no,ds-02-commit
lucene-solr,solr exporting full sorted result sets,no,ds-02-commit
cassandra,fix potential data loss patch jmckenzie reviewed tjake cassandra,no,ds-02-commit
druid,merge pull request from metamx cputimereporting add cpu time metrics segment scanning,no,ds-02-commit
airflow,airflow add param log response when using simplehttpoperator,no,ds-02-commit
brooklyn-server,added unit test clitest and renamed integration tests cliintegrationtest,no,ds-02-commit
usergrid,fixed conflicts and currentorganization,no,ds-02-commit
usergrid,temporarily removed test need rebuild with plugin structure,yes,ds-02-commit
servicecomb-java-chassis,scb simplify implementation joinparam,yes,ds-02-commit
flink,change user interface regarding secondarysort stuff all abstractpact descendents now have setters secondary sort key classes and positions remove secondary sort stuff from all constructors that was added first secondary sort commit also split example into two one reduce and one cogroup,no,ds-02-commit
incubator-brooklyn,storm deployment entity and fixes make start more storming ensuring wait before supervisors start and tidying how deployment gets defined now storm uses mutex prevent nodes starting concurrently,no,ds-02-commit
trafficserver,consolidate string copy concat iocore net,yes,ds-02-commit
ambari,ambari part format does not generate property oozie service jpaservice jdbc url vbrodetskyi,no,ds-02-commit
accumulo,accumulo add explicit prefixes iterator scopes and remove unnecessary configuration parsing when reading accumulo configuration all configuration entries all scopes were read this highly unnecessary all that was done was warn against invalid table properties instead can use provided iteratorscope explicitly pull out just data that needed from configuration reduce this processing,yes,ds-02-commit
camel,camel using default work queue capacity avoid queing too many tasks consumers cannot keep,no,ds-02-commit
spark,start standalone cluster locally,no,ds-02-commit
arrow,arrow linux static build should always bundle dependencies also adds cmake minimum version check per original user report closes from nealrichardson fix dependency source,no,ds-02-commit
cassandra,fix npe patch benedict elliott smith reviewed jbellis cassandra,no,ds-02-commit
trafficserver,check pread capability before range request,no,ds-02-commit
arrow,arrow release glib replace glib after running glib autogen dev release source glib source archive generated make dist because includes configure script current dev release source build arrow and arrow glib include artifacts gtk doc and then run make dist but slow this run only glib autogen and then replace glib closes from shiro release replace glib after running autogen and squashes following commits edc yosuke shiro remove unnecessary environment variable fbd yosuke shiro remove omit from source test yosuke shiro remove autom cache after running autogen sutou kouhei use docker compose yosuke shiro exclude glib autom cache from rat check yosuke shiro remove unnecessary diff yosuke shiro enable test test glib configure travis yosuke shiro remove libraries build yosuke shiro replace glib glib after running autogen,yes,ds-02-commit
jmeter,move init testlist and make final,no,ds-02-commit
carbondata,carbondata problem filling processing multiple implicit columns this closes,no,ds-02-commit
gobblin,disabled avro auto compile added back gen java with avro classes compatibility with java,no,ds-02-commit
shardingsphere,replace travis build status with jenkins,yes,ds-02-commit
usergrid,merge branch two dot dev into usergrid conflicts stack core pom xml stack core src main java org apache usergrid corepersistence cpentitymanager java stack core src main java org apache usergrid corepersistence java stack core src main java org apache usergrid corepersistence cprelationmanager java stack core src main java org apache usergrid corepersistence cpwalker java stack core src main java org apache usergrid corepersistence java stack core src main java org apache usergrid corepersistence java stack core src main java org apache usergrid corepersistence java stack core src main java org apache usergrid persistence entitymanager java stack core src main java org apache usergrid persistence cassandra entitymanagerimpl java stack corepersistence pom xml stack corepersistence queryindex src main java org apache usergrid persistence index indexfig java stack corepersistence queryindex src main java org apache usergrid persistence index impl esentityindeximpl java stack corepersistence queryindex src main java org apache usergrid persistence index impl java stack corepersistence queryindex src main java org apache usergrid persistence index query query java stack pom xml,no,ds-02-commit
commons-lang,improve performance booleanutils toboolean string,yes,ds-02-commit
groovy,groovydoc added hyperlinks method detail return types included import foo type resolution fixed odd fonts from stylesheet,yes,ds-02-commit
fineract,update dockerfile use user provided mysql,no,ds-02-commit
geode,geode pipeline fixes and improvements remove examples zip test from pipeline zip longer produced check all source artifacts ensure they not contain any binaries check that unexpected artifacts are present align release retention with proposal,no,ds-02-commit
tomee,absolute path persistence xml,no,ds-02-commit
dubbo,refactor package,no,ds-02-commit
tvm,contrib add mkl dnn option update update,no,ds-02-commit
hbase,revert hbase task replace internal connectionmanager delete get connection use with close createconnection addendum,no,ds-02-commit
flink,hotfix docs update checkstyle version documentation this closes,no,ds-02-commit
camel-website,merge pull request from nicolaferraro add camel add camel staging website,no,ds-02-commit
druid,all tests passed ready merge,no,ds-02-commit
daffodil,added tests use wsp wsp wsp separator lengthkind delimited close dfdl,no,ds-02-commit
trafficcontrol,change manager params multiline changes function definitions and calls put each param its own line these managers have large number parameters this makes easier read and makes diffs better fixes,yes,ds-02-commit
incubator-weex,android fix compile potential crash closed snapshot,no,ds-02-commit
openwhisk,bump ansible version and docker documentation updates fix wrong syntax pull invoker images,no,ds-02-commit
hadoop,yarn and are initialized twice directorycollection zhihai via kasha,no,ds-02-commit
hadoop,mapreduce add last reporting reducer info too many fetch failure diagnostics contributed chang,no,ds-02-commit
cloudstack,maven support pretty format poms aws api compiles now,no,ds-02-commit
ignite,ignite compression discovery data bag fixes,no,ds-02-commit
thrift,merge branch master https git wip apache org repos asf thrift,no,ds-02-commit
spark,spark wip streaming renamed continuousquery streamingquery renamed simplicity that its obvious that its related streaming existing unit tests closes from tdas spark,yes,ds-02-commit
cxf,upgrading jax updating sse server side implementation accomodate api changes sealed sseimpl,no,ds-02-commit
netbeans,merge branch,no,ds-02-commit
jena,jena remove unused files,yes,ds-02-commit
kylin,kylin add jobsearchmode filter condition jobs api,no,ds-02-commit
attic-stratos,exposing complete deployment policy with cli,no,ds-02-commit
hbase,hbase disable tput test patch gustavo,no,ds-02-commit
madlib,improved doxygen doco,no,ds-02-commit
attic-apex-malhar,merge branch prop item mlhr into port mlhr,no,ds-02-commit
attic-apex-malhar,apexmalhar added documentation transform operator,no,ds-02-commit
qpid-dispatch,dispatch initialize modules and adaptors outside core thread they are ready right after router setup late completes,no,ds-02-commit
incubator-brooklyn,merge pull request from aledsage fix brooklynlauncher fix brooklyn launcher,no,ds-02-commit
trafodion,changes based review comments,no,ds-02-commit
orc,minor fix javadoc,no,ds-02-commit
attic-apex-malhar,add ajax server output yahoo finance,no,ds-02-commit
parquet-mr,parquet migrate maven thrift plugin thrift maven plugin maven thrift plugin aug https mvnrepository com artifact org apache thrift tools maven thrift plugin thrift maven plugin jan https mvnrepository com artifact org apache thrift thrift maven plugin maven thrift plugin old one which has been migrated asf and continued thrift maven plugin https issues apache org jira browse thrift,no,ds-02-commit
hadoop,yarn fix build instruction hadoop yarn,no,ds-02-commit
tinkerpop,fix typo docs sure traverser,yes,ds-02-commit
incubator-pinot,bump helix version helix includes critical bug fix that would reduce load more detailed release note can found following http helix apache org docs releasenotes release html,no,ds-02-commit
ignite,ignite bugfix integration testing results npe properties serialization small usability improvement,yes,ds-02-commit
beam,this closes,no,ds-02-commit
trafficserver,build cacheurl when experimental plugins are enabled,no,ds-02-commit
spark,take sparkconf constructor serializer subclasses,no,ds-02-commit
commons-lang,adding lang,no,ds-02-commit
groovy,groovy sql doco initial jdbc metadata handling doco,no,ds-02-commit
superset,hotfix postgres issue when slice missing,no,ds-02-commit
lucene-solr,remove tags,no,ds-02-commit
druid,update architecture intro file updated description druid architecture components added links from descriptions actual component pages removed data flow page which was mostly redundant subset other pages under architecture moved non redundant info from data flow other architecture pages updated info how data actually flows druid,no,ds-02-commit
cassandra,merge from,no,ds-02-commit
jmeter,csv strings are quoted not escaped clarify this,no,ds-02-commit
camel,finally got test case working with hibernate profile havent yet figured out how fix some strange openjpa related exception itd nice make openjpa default profile one day,no,ds-02-commit
samza,samza should use systemadmin offsetcomparator api compare offsets closes from atoomula bootstrap,no,ds-02-commit
camel,camel added support using qualifier selecting bean method used pinpoint methods when having overloaded methods beans,no,ds-02-commit
camel-k,update add saga example,no,ds-02-commit
skywalking,move move submodule plugin always auto submodule change keys location,no,ds-02-commit
tinkerpop,merge remote tracking branch origin master,no,ds-02-commit
beam,revert add first readme file least trigger github mirroring this reverts commit preparation initial code drop,no,ds-02-commit
trafficserver,fixed std array initialization older compilers,no,ds-02-commit
rocketmq,rocketmq fix options closes apache incubator rocketmq,no,ds-02-commit
ignite,wip,no,ds-02-commit
zeppelin,creation zeppelin interpreter submodule,no,ds-02-commit
activemq,fix amq where other command parameters are not being parsed bstat,no,ds-02-commit
spark,updated base readme point documentation site instead wiki updated docs readme describe use jekyll and renmaed things make them more consistent with lower case with hyphens convention,yes,ds-02-commit
reef,add tests isinjectable,no,ds-02-commit
incubator-mxnet,moved test convolution with dilate test operator,no,ds-02-commit
lucene-solr,merge remote tracking branch origin master,no,ds-02-commit
camel,fix checkstyle issue,yes,ds-02-commit
netbeans,merge branch master into,no,ds-02-commit
incubator-dolphinscheduler,support apache license check github actions license check and modify files alter name and delete travis yml,no,ds-02-commit
flink,hotfix javadoc fix typo watermark javadoc,yes,ds-02-commit
flink,flink refactor this preparation introducing sorted inputs batch execution mode refactors into more composable pieces additionally adds option use push based approach instead spawning reader thread that consumes from input iterator this closes,yes,ds-02-commit
superset,cli permission cleanup superset init fab sometimes creates null none permissions database presumably race condition when multiple gunicorn workers start same time and those create issues raising attributeerror nonetype object has attribute name linting,no,ds-02-commit
incubator-mxnet,disable lite windows now,no,ds-02-commit
tomee,avoid openjpa enhance unrelated classes resulting exceptions define javaee api something bit more opened updates,no,ds-02-commit
tinkerpop,minor correction code was using test file instead actual output file,yes,ds-02-commit
shardingsphere,refactor,no,ds-02-commit
flink,hotfix docs config remove leftover files,yes,ds-02-commit
camel,camel sampling dsl supports async routing engine,no,ds-02-commit
beam,google auth version,no,ds-02-commit
cassandra,skip redundant tombstones compaction patch branimir lambov reviewed marcuse cassandra,yes,ds-02-commit
ambari,ambari hadoop metrics emit interval seems minute instead seconds default dsen,no,ds-02-commit
groovy,groovy added gdk file append inputstream and file leftshift inputstream,no,ds-02-commit
fluo,merge pull request from keith turner apache package name rename packages org apache fluo,no,ds-02-commit
shardingsphere,add applicationid check,no,ds-02-commit
activemq,amq shrink test duration boxes,no,ds-02-commit
jena,treat subject node uniformly through test indexes,no,ds-02-commit
pulsar,removed link checksums download page,no,ds-02-commit
cassandra,fix inconsistencies within cqlsh help patch michael edge reviewed benjamin lerer cassandra,yes,ds-02-commit
shardingsphere,change parser rule name from xxx xxx,no,ds-02-commit
jmeter,try fix issue into maven upload asc files sources and javadoc,no,ds-02-commit
ambari,ambari resource manager fails start ioexception ats active does not exist stoader,no,ds-02-commit
camel-quarkus,switch whitelisted action potiuk cancel workflow runs,no,ds-02-commit
groovy,this commit adds support invoking constructors through indy enable this internal class metaconstructor has been added metaclassimpl internal use only hopefully also metaclassimpl got new method retrieveconstructor used only indy bootstraping method has been unified all types calls that constructor invocations well normal method calls can through same bootstrapper invokedynamicwriter null adapter was used show constrcutor path easily able reuse invocationwriter infrastructor also callsite name was introduced since verifier does not allow init method names invokedynamic based invocations cachedconstructor got getcachedclass able get direct call information enable indy unreflect support bean constructor with properties method setbeanproperties has been added indyinterface handle callback,no,ds-02-commit
incubator-heron,fix style check config,yes,ds-02-commit
incubator-weex,merge branch android feature https github com alibaba weex into android feature opt android feature https github com alibaba weex android add update finish callback android update main android add fetch method,no,ds-02-commit
ambari,ambari wizard show confirmation popup user try close wizard last step akovalenko,no,ds-02-commit
reef,remove accidental commit html file,no,ds-02-commit
camel,upgrade jackson version,no,ds-02-commit
camel,camel camel main maven plugin generte spring boot tooling metadata fool java editors have code completions camel main application properties files,no,ds-02-commit
tomee,attempt further optimize scanning and memory usage,no,ds-02-commit
hbase,hbase hrs throws ioe gets caught retries,no,ds-02-commit
nifi,nifi updated pom xml more consistent removing name tag and not including default properties tag,yes,ds-02-commit
cloudstack,fixed deployvr used fail case when system default hypervisor was set not null value,no,ds-02-commit
tinkerpop,allow countlocalstep calculate path lengths count path objects,no,ds-02-commit
cloudstack,replaced cloud com citrix copyright notices with apache software license version,no,ds-02-commit
brooklyn-server,some notes tidying rest api,no,ds-02-commit
incubator-brooklyn,add entityspecs spec class use entityspecs spec instead basicentityspec newinstance,no,ds-02-commit
jmeter,bug reports bad response time when contains other,no,ds-02-commit
accumulo,accumulo increase timeouts testtimeout formatting also got fixed eclipse should help stabilize some failures that was seeing from this test appears that second was slightly too fast some cases get cond mutation committed,no,ds-02-commit
hadoop,hdfs hdfs cat logs info message contributed eric badger,no,ds-02-commit
cloudstack,fix pep that broken marvin build days ago,no,ds-02-commit
hadoop,move hadoop from changes txt,no,ds-02-commit
usergrid,merge pull request from amuramoto master added methods assign and remove permissions and roles and node sdks,no,ds-02-commit
groovy,avoid unnecessary runs unit test cases,yes,ds-02-commit
airflow,airflow add command that starts database consoles,no,ds-02-commit
cloudstack,fixed security issue listnetworks,yes,ds-02-commit
myfaces-tobago,tobago refactoring sheet scroll pos using json hidden,no,ds-02-commit
cassandra,merge from,no,ds-02-commit
drill,drill add sqlorderby rule,no,ds-02-commit
karaf,karaf upgrade jpa final,no,ds-02-commit
flink,included double quotes around scalars handle paths with spaces,no,ds-02-commit
tinkerpop,add test make groovy tests compliant with test enforcement java tests,no,ds-02-commit
jmeter,unused import,yes,ds-02-commit
usergrid,merge branch two dot github com usergrid usergrid into two dot,no,ds-02-commit
tinkerpop,tinkerpop fixed bug drop edge meta properties tinkerpop fix gherkin test runner net default object properties method generic param tinkerpop updated changelog and upgrade docs,no,ds-02-commit
